nbjet,ptb1,ptb2,pth,etab1,etab2,etah,mbb,mb1h,mbbh,mt4,dphibb,class,weight
0,135.577,58.4132,191.713,1.24014,2.16247,1.53423,0,360.604,442.134,105.778,0.334605,0,9.3638e-06
0,100.269,64.2784,156.917,-0.723846,0.383517,-0.533339,90.503,297.114,391.137,91.3586,0.627138,0,9.3638e-06
0,198.193,77.8624,260.957,-2.02974,-1.9711,-0.702723,106.253,600.809,703.692,141.398,0.741723,0,9.3638e-06
0,92.8041,47.1641,139.964,-2.16871,-0.882794,-3.12511,90.923,290.721,412.523,81.9899,0.0159543,0,9.3638e-06
0,97.5707,40.1851,112.75,-1.70382,-0.839475,-0.461417,92.0177,325.951,368.867,76.6153,1.36821,0,9.3638e-06
0,157.34,3.84846,154.196,-2.71078,-5.20045,-3.27439,97.629,360.177,379.682,90.4717,2.53434,0,9.3638e-06
0,42.4621,40.4539,9.45391,-0.625996,0.135183,-3.56562,92.0067,166.858,233.769,52.1944,2.91823,0,9.3638e-06
0,47.4984,11.9826,51.091,-0.0909806,2.55402,-1.17349,88.9657,185.77,279.864,48.8962,1.3847,0,9.3638e-06
0,89.559,46.952,131.747,0.450595,-0.773504,-0.548088,89.0749,289.982,349.837,79.6153,0.558525,0,9.3638e-06
0,58.005,46.9175,97.5724,3.71892,2.27743,2.44418,92.166,284.222,336.309,65.9747,0.757506,0,9.3638e-06
0,54.0061,47.0418,67.0328,-0.25826,0.72275,0.963706,91.3637,202.327,258.584,60.8259,1.69634,0,9.3638e-06
0,112.464,30.0843,109.018,-0.00289722,0.251895,0.639758,91.9171,283.309,315.333,77.2125,1.81991,0,9.3638e-06
0,60.9792,57.977,106.415,-0.265555,0.922819,-0.466541,93.6983,217.77,319.874,70.8676,0.926955,0,9.3638e-06
0,42.5179,28.4404,53.9724,1.70777,3.70841,3.74119,92.3083,198.109,247.29,51.9313,1.44793,0,9.3638e-06
0,71.4644,36.6602,59.6643,-1.72342,-1.53748,-2.60335,94.6293,206.992,248.01,61.7664,2.15531,0,9.3638e-06
0,101.738,79.7139,156.169,-0.214456,-0.235363,1.08208,91.2222,335.45,442.867,95.4303,1.07727,0,9.3638e-06
0,55.1924,19.7048,41.5746,1.64759,3.42016,3.5232,92.8691,196.788,233.429,51.8362,2.47243,0,9.3638e-06
0,147.463,22.9271,152.108,1.07885,1.95034,1.77373,91.5804,352.464,380.541,91.9485,1.44238,0,9.3638e-06
0,77.9969,25.7664,68.5285,-1.78681,-2.72157,-3.11388,93.4938,228.489,259.516,61.7135,2.10638,0,9.3638e-06
0,102.492,79.6029,175.855,1.58092,2.44909,0.870817,89.6831,334.334,495.825,99.5209,0.529376,0,9.3638e-06
0,175.497,119.654,287.711,1.24081,0.800988,1.97411,94.1818,499.197,669.664,152.247,0.458441,0,9.3638e-06
0,77.9254,44.4735,82.4075,1.27074,1.37251,0.949099,92.5186,236.243,290.947,68.1221,1.75349,0,9.3638e-06
0,91.3988,45.674,99.3001,1.31109,2.13918,3.15961,91.1871,305.603,354.916,74.2646,1.64024,0,9.3638e-06
0,56.6294,41.2257,34.5519,-0.15602,-0.00982219,-1.86439,109.738,189.432,240.88,56.9953,2.49002,0,9.3638e-06
0,77.0993,30.6054,54.1211,-2.91771,-2.82776,-3.38545,92.2928,216.253,249.821,61.0987,2.56328,0,9.3638e-06
0,51.7885,37.4127,26.8881,-3.28278,-2.43548,-4.10678,93.7958,186.016,229.263,54.3855,2.61947,0,9.3638e-06
0,57.6612,51.1594,75.8138,0.0562338,0.80371,-0.261589,93.9463,198.316,272.717,63.8502,1.60375,0,9.3638e-06
0,50.7576,26.1641,30.0635,2.38254,1.29782,3.43315,88.9105,180.301,216.87,51.5225,2.66255,0,9.3638e-06
0,41.0792,23.7642,45.4849,-0.488811,1.61576,-1.0342,83.0283,172.82,252.17,49.6384,1.66485,0,9.3638e-06
0,60.0791,38.0661,51.0414,1.16175,0.403147,1.69476,91.633,193.218,240.463,58.4034,2.13692,0,9.3638e-06
0,142.771,12.2981,138.142,-0.330199,-1.62724,0.198843,92.2571,338.202,368.427,85.5674,1.99695,0,9.3638e-06
0,35.5397,23.4743,25.5696,1.42897,3.84029,3.72749,92.1864,169.035,237.255,46.8347,2.33977,0,9.3638e-06
0,57.5552,46.2067,66.2898,2.79111,3.63406,1.42542,103.572,284.061,448.933,61.415,1.77015,0,9.3638e-06
0,118.731,105.598,207.696,-1.60661,-1.9445,-2.75156,92.0256,387.452,511.504,116.732,0.776409,0,9.3638e-06
0,95.0397,22.2774,99.0387,0.99564,-0.337343,-0.844088,93.3579,330.106,355.173,69.3432,1.50466,0,9.3638e-06
0,79.0044,22.1776,97.2206,-1.1827,-2.75151,-1.388,92.0982,237.47,295.596,65.0348,0.682949,0,9.3638e-06
0,62.0045,28.2586,82.2121,1.07283,2.96829,1.99711,78.3793,212.891,281.789,60.1033,0.922602,0,9.3638e-06
0,135.678,28.7993,161.51,0.668992,1.94376,0.869245,99.5792,338.853,391.785,92.2871,0.502829,0,9.3638e-06
0,33.8849,7.61287,26.2752,4.45072,1.34246,4.82456,91.1806,182.216,223.31,42.7023,3.11639,0,9.3638e-06
0,88.0901,54.2672,130.616,-2.08717,-3.08089,-2.89819,90.8795,270.782,340.858,80.8652,0.843605,0,9.3638e-06
0,62.4405,49.6758,66.0751,-1.09966,-1.19538,-2.01504,91.7403,198.884,254.939,63.471,1.89915,0,9.3638e-06
0,102.94,24.5552,120.698,0.137966,1.64084,1.50008,91.1973,312.137,346.652,75.4455,0.841561,0,9.3638e-06
0,46.4461,33.082,63.2734,0.143375,-1.96618,-2.28208,92.9699,237.923,286.318,55.0427,1.32362,0,9.3638e-06
0,55.2952,54.0401,70.7316,0.383658,0.980694,-0.403197,110.482,198.821,283.312,63.3357,1.73466,0,9.3638e-06
0,45.6693,9.64763,37.3272,1.12413,-1.68087,2.54899,90.1916,177.067,255.995,46.7581,2.67107,0,9.3638e-06
0,54.7031,10.829,44.5752,-2.69844,-5.17934,-3.77974,90.5738,187.292,244.818,49.8406,2.81663,0,9.3638e-06
0,81.7687,48.5837,101.674,0.457215,1.08626,2.66048,91.3929,329.54,386.928,72.9562,1.40758,0,9.3638e-06
0,68.8584,53.0609,82.2709,-2.00758,-2.04617,-1.89095,91.449,223.003,287.696,67.9783,1.6789,0,9.3638e-06
0,89.6782,25.3162,72.7954,0.961775,1.4095,3.31033,90.4776,315.556,346.104,65.0435,2.41171,0,9.3638e-06
0,66.6477,17.9822,78.1387,-1.71814,0.330858,-0.122174,92.1364,281.233,308.721,58.1936,0.977371,0,9.3638e-06
0,50.6885,29.8382,21.8008,2.77615,1.63287,4.58593,91.4737,175.317,227.631,51.9924,2.97769,0,9.3638e-06
0,81.8395,22.8558,63.5404,-2.58382,-2.75795,-2.85018,91.4611,227.845,254.742,61.3751,2.58822,0,9.3638e-06
0,52.1201,41.5784,32.2535,-2.1668,-2.05067,-3.75689,84.2181,177.471,225.361,55.8112,2.47449,0,9.3638e-06
0,97.1698,90.3792,175.542,1.09592,1.75808,-0.455403,88.6268,379.127,590.284,100.818,0.720012,0,9.3638e-06
0,77.1817,44.3077,111.55,1.94929,3.18907,2.29228,91.8826,240.877,322.311,72.3493,0.848215,0,9.3638e-06
0,44.4018,41.8777,70.4363,0.604015,2.19803,0.160784,91.5151,188.199,315.119,57.561,1.23199,0,9.3638e-06
0,105.304,27.0637,104.174,1.21784,1.84282,1.61147,91.7616,266.752,300.351,73.8926,1.74167,0,9.3638e-06
0,53.1426,30.4333,47.3184,0.147228,1.5443,-1.22799,88.9758,193.413,281.284,54.443,2.05695,0,9.3638e-06
0,55.9447,51.92,60.0747,-3.1064,-3.37502,-3.07934,92.3945,203.101,277.897,61.735,1.96227,0,9.3638e-06
0,40.1794,29.2572,22.0234,-2.9953,-1.56521,-3.68637,91.2216,182.083,219.837,49.2446,2.57631,0,9.3638e-06
0,71.4359,22.3983,52.5454,-0.308511,0.831154,0.439248,85.6772,211.488,242.587,57.5098,2.66519,0,9.3638e-06
0,83.7013,27.4125,99.3242,0.662092,-0.815785,2.3134,91.9706,282.722,394.804,67.819,1.09353,0,9.3638e-06
0,49.3096,16.4942,54.2213,-3.08969,-0.714323,-1.54595,92.6339,295.979,319.726,50.7233,1.42492,0,9.3638e-06
0,85.3002,57.7697,113.87,1.2299,0.984794,2.17269,95.7496,257.201,330.811,78.116,1.32972,0,9.3638e-06
0,71.8459,20.1977,51.8458,0.319649,-0.860495,-0.963575,88.8337,219.294,245.524,57.0069,3.02281,0,9.3638e-06
0,50.7957,29.6676,48.1648,1.58373,3.17266,3.78425,90.3138,209.992,249.629,53.7448,1.95887,0,9.3638e-06
0,98.4523,22.9553,83.0557,0.519201,0.87221,0.967723,94.5378,247.72,273.143,68.011,2.39625,0,9.3638e-06
0,54.6075,32.774,35.012,2.53125,1.63921,1.07689,90.8113,287.751,326.962,54.4256,2.48276,0,9.3638e-06
0,46.1879,33.5117,16.5677,0.163443,1.40333,2.49934,89.7815,174.811,221.733,51.5827,2.86961,0,9.3638e-06
0,59.3217,52.8957,112.196,-1.88954,-3.23024,-3.62675,94.1586,263.905,325.558,70.1397,0.0393629,0,9.3638e-06
0,48.1901,45.7166,6.89384,1.57818,1.54785,5.02284,81.6115,173.269,228.625,54.8857,3.00439,0,9.3638e-06
0,20.8309,13.4078,32.3538,2.16479,-1.27554,1.39489,94.1117,179.688,227.361,41.154,0.683628,0,9.3638e-06
0,56.9412,33.9786,26.5361,1.19375,0.685124,2.91368,91.7121,182.652,226.444,54.7992,2.83807,0,9.3638e-06
0,76.9214,50.5008,125.572,2.98103,1.69495,2.53716,90.416,266.14,333.968,76.2368,0.348927,0,9.3638e-06
0,30.5342,27.4966,30.1483,1.44487,-0.696712,1.98547,89.3706,162.909,226.927,46.8339,2.05353,0,9.3638e-06
0,69.445,41.1207,78.9441,1.81366,2.7732,3.70443,90.1082,253.839,298.77,64.7031,1.62008,0,9.3638e-06
0,82.9637,26.7502,108.387,-0.265232,1.41929,-0.517178,94.4318,247.282,318.948,68.9192,0.363037,0,9.3638e-06
0,169.572,21.3719,187.878,-2.44193,-1.16631,-1.82128,91.1656,425.586,455.767,104.288,0.573997,0,9.3638e-06
0,60.7846,11.5872,50.6781,-0.978812,1.29583,-1.49599,92.1472,196.779,241.321,52.0747,2.67928,0,9.3638e-06
0,46.646,43.4521,57.7488,-1.67301,-0.469105,-1.67585,91.1801,189.156,245.757,57.0645,1.75162,0,9.3638e-06
0,63.2249,62.0218,88.2271,-0.929187,-1.10187,-1.14131,90.5455,208.125,281.604,69.6453,1.57846,0,9.3638e-06
0,100.235,10.5623,91.326,0.0577355,1.05945,0.359841,90.0229,255.686,271.503,66.665,2.60355,0,9.3638e-06
0,33.8146,14.4559,35.1422,1.42577,-1.37004,2.06392,72.5039,166.789,234.785,44.7833,1.6912,0,9.3638e-06
0,183.808,28.1233,203.671,1.63743,0.721172,2.39756,90.8513,441.024,494.201,112.832,0.839359,0,9.3638e-06
