nbjet,ptb1,ptb2,pth,etab1,etab2,etah,mbb,mb1h,mbbh,mt4,dphibb,class,weight
0,12.5298,7.7223,17.2573,-3.72288,2.91025,0.968158,0,303.921,426.098,37.1261,1.13787,3,2.67351e-05
0,30.857,12.9652,25.6937,1.30618,0.321398,2.94578,271.23,158.419,180.615,43.1397,2.18341,3,2.67351e-05
0,18.8759,2.69274,19.0041,1.90691,5.2903,4.36285,42.6496,148.875,171.92,37.7932,1.59438,3,2.67351e-05
0,14.3092,1.11502,15.1289,-0.572532,2.13595,-1.61062,40.4389,141.398,149.671,36.4126,0.770913,3,2.67351e-05
0,14.5307,10.5784,15.5803,0.10055,2.20159,-1.98021,18.1438,142.695,201.402,38.1825,1.83506,3,2.67351e-05
0,53.7808,28.7455,58.4423,2.66297,0.927632,0.985566,38.3679,297.353,328.906,55.2677,1.66901,3,2.67351e-05
0,56.2472,25.5874,33.6153,-3.56992,-1.54513,-3.99809,97.8759,201.012,254.18,52.9671,2.77625,3,2.67351e-05
0,121.433,28.2375,110.141,-0.758985,1.97395,1.46827,118.984,420.144,494.268,79.1818,2.09159,3,2.67351e-05
0,75.1876,38.4023,49.0237,-1.95325,-0.367366,-1.52586,237.599,243.798,297.215,62.0678,2.52897,3,2.67351e-05
0,8.06017,7.35412,15.0031,-0.887914,2.05356,2.26204,139.999,143.561,162.606,35.9578,0.463494,3,2.67351e-05
0,17.3095,8.29074,17.4014,-2.69197,0.8438,-2.53507,33.4986,176.862,205.953,38.3956,1.8012,3,2.67351e-05
0,5.09421,0.900584,5.22171,1.586,-3.27991,3.48706,72.5673,133.524,156.24,34.1568,1.51581,3,2.67351e-05
0,32.6299,14.6297,22.9654,-1.20672,3.52394,3.21945,26.0575,287.898,388.824,43.8429,2.47665,3,2.67351e-05
0,21.3564,10.9821,24.3998,-1.7939,1.32277,-2.67682,234.541,152.741,213.405,40.275,1.53103,3,2.67351e-05
0,17.4573,1.48963,18.5575,-4.06097,3.11146,-1.95335,73.4622,308.156,369.536,37.3086,0.768141,3,2.67351e-05
0,29.1916,5.45673,25.726,2.64013,-1.63012,1.0768,185.776,240.42,272.89,41.0732,2.33349,3,2.67351e-05
0,22.6411,12.9104,27.1463,-0.967383,-3.48812,-3.55074,109.328,162.235,195.142,41.1781,1.47207,3,2.67351e-05
0,12.8095,11.0739,20.4023,-2.44571,0.811168,-0.74429,61.4526,180.895,202.744,38.0603,1.09662,3,2.67351e-05
0,9.77854,6.22813,6.83219,-3.77579,2.94651,-3.22435,60.8949,209.702,350.687,35.9289,2.37497,3,2.67351e-05
0,47.982,39.9024,71.6148,2.63075,-1.45595,0.732222,225.397,295.569,491.886,58.1065,1.24262,3,2.67351e-05
0,23.444,9.17343,16.4646,-2.26137,1.86912,-1.03664,336.041,202.316,252.244,40.055,2.57405,3,2.67351e-05
0,35.6629,6.99064,31.0553,-0.474151,1.31827,1.76236,117.772,182.726,193.839,43.2783,2.36678,3,2.67351e-05
0,9.02573,6.73599,8.16833,-0.715502,-4.12735,-3.65844,44.7481,136.012,197.685,35.8834,2.08794,3,2.67351e-05
0,21.8259,1.05019,22.5862,0.966052,-4.00883,-3.20861,48.1424,225.021,236.313,38.5061,0.777733,3,2.67351e-05
0,4.32208,1.86498,4.93253,-2.79293,3.26967,-3.10243,58.0447,146.932,186.093,34.0849,1.4357,3,2.67351e-05
0,5.61294,2.84669,5.43968,0.451707,-6.26471,-4.92139,59.5523,154.013,264.165,34.4388,1.88968,3,2.67351e-05
0,27.0726,10.6588,27.4553,-0.260282,-2.83045,-3.69018,124.524,202.968,220.906,41.7595,1.7322,3,2.67351e-05
0,38.4664,7.90658,39.39,0.365111,3.32071,2.12526,63.2593,176.639,218.03,44.7337,1.55536,3,2.67351e-05
0,9.74803,3.96147,10.5376,-1.79857,3.41889,3.12719,77.1726,182.556,217.114,35.5673,1.5666,3,2.67351e-05
0,21.7521,18.5181,38.0153,0.28181,0.191901,1.64482,84.9563,153.281,175.046,42.9895,0.67471,3,2.67351e-05
0,55.2836,3.6828,51.7914,1.44644,-2.47712,2.72853,16.2587,193.144,289.458,49.1637,2.82924,3,2.67351e-05
0,398.001,73.0372,469.42,2.12105,-1.40607,-0.684142,104.172,1879.7,2150.73,239.246,0.229259,3,2.67351e-05
0,48.7817,8.83198,43.3288,-2.71846,2.15116,-0.752897,966.229,308.641,406.286,47.8104,2.30963,3,2.67351e-05
0,19.0624,6.35344,24.4535,5.00128,1.22026,4.65033,238.653,186.643,223.312,38.7019,0.640351,3,2.67351e-05
0,92.3574,8.29173,86.2826,0.544184,2.42947,1.84414,87.2448,262.101,280.038,63.4576,2.42406,3,2.67351e-05
0,8.75058,1.25729,7.8832,-0.803824,3.69992,-2.4471,80.0859,135.76,169.365,34.9686,2.38551,3,2.67351e-05
0,21.4943,13.9915,9.53991,2.35872,-0.929718,5.21381,33.2617,147.559,306.262,40.5156,2.80017,3,2.67351e-05
0,11.0279,2.79646,9.15263,-0.749301,1.31723,3.93215,93.8074,167.369,172.982,35.6605,2.40442,3,2.67351e-05
0,14.1111,5.0371,10.2089,-1.42518,2.25002,-2.93189,19.8021,143.301,189.006,36.765,2.57935,3,2.67351e-05
0,23.1849,3.40342,21.1632,0.837563,4.08317,3.26915,54.88,155.395,178.765,39.0295,2.26729,3,2.67351e-05
0,42.295,8.69676,33.6217,4.0763,-3.51953,0.344959,47.3851,559.524,1042.62,45.4537,3.07607,3,2.67351e-05
0,12.4321,9.91914,15.1529,-0.382128,-0.783918,-3.39551,856.089,145.022,157.682,37.5224,1.66556,3,2.67351e-05
0,62.9025,14.7264,53.9779,-2.00389,2.64609,-0.728999,19.3405,265.461,454.483,53.6619,2.31869,3,2.67351e-05
0,8.92156,6.17757,11.5303,0.296622,-2.03297,-2.99765,313.441,141.342,153.908,35.8123,1.43254,3,2.67351e-05
0,10.0701,3.75822,7.63128,-2.89815,2.09882,-4.50742,25.6601,142.425,220.091,35.555,2.42942,3,2.67351e-05
0,120.554,8.7929,116.578,-0.247992,5.35696,2.11558,76.3146,445.391,736.402,75.37,2.07278,3,2.67351e-05
0,23.7621,18.3079,7.26296,1.20911,-0.466038,-2.66945,537.871,177.587,198.541,42.0706,2.91114,3,2.67351e-05
0,5.76806,3.24763,3.70043,3.87673,-2.47886,3.65344,57.8587,189.591,235.451,34.5087,2.5049,3,2.67351e-05
